4087,3012,4095,5.993,-4.458,-6.129,-0.028,-0.058,-0.094,SUPER
4095,2619,4095,6,-4.362,-6.201,-0.02,-0.05,-0.071,SUPER
4095,2345,4095,6.055,-4.434,-6.196,-0.009,-0.024,-0.047,SUPER
4095,2704,4095,6.098,-4.52,-6.16,0.002,0.001,-0.055,SUPER
4095,1855,4095,6.141,-4.518,-6.012,0.015,-0.013,-0.106,SUPER
4095,1781,4095,6.292,-4.384,-5.768,0.061,-0.13,-0.131,SUPER
4095,2169,4095,6.371,-4.484,-5.978,0.103,-0.267,-0.14,SUPER
4095,2192,4091,6.287,-4.456,-6.196,0.091,-0.315,-0.122,SUPER
4095,3182,4095,6.12,-4.48,-6.282,0.053,-0.275,-0.08,SUPER
4095,3184,4095,5.947,-4.503,-6.342,0.02,-0.212,-0.032,SUPER
4095,4095,4095,5.935,-4.635,-6.254,-0.011,-0.168,0.001,SUPER
4095,3478,4095,5.93,-4.796,-6.196,-0.029,-0.162,-0.008,SUPER
4095,4095,4095,5.827,-4.717,-6.237,-0.037,-0.153,-0.021,SUPER
4095,4095,4095,5.713,-4.671,-6.314,-0.047,-0.094,-0.017,SUPER
4095,4095,4095,5.672,-4.611,-6.244,-0.059,-0.054,0.002,SUPER
4095,4095,4095,5.698,-4.618,-6.28,-0.068,-0.04,0.013,SUPER
4095,4037,4095,5.756,-4.64,-6.223,-0.071,-0.053,0.008,SUPER
4095,4095,4095,5.784,-4.623,-6.294,-0.06,-0.065,0.002,SUPER
4095,4095,4095,5.789,-4.614,-6.333,-0.056,-0.03,-0.014,SUPER
4095,4095,4095,5.763,-4.556,-6.316,-0.06,0.013,-0.023,SUPER
4095,3136,4095,5.82,-4.527,-6.261,-0.068,0.035,-0.025,SUPER
4095,3583,4095,5.895,-4.503,-6.196,-0.071,0.035,-0.016,SUPER
4095,2788,4095,6.005,-4.489,-6.16,-0.072,0.019,-0.009,SUPER
4095,2262,4095,6.045,-4.453,-6.153,-0.068,0.006,-0.003,SUPER
4095,2879,4095,6.053,-4.422,-6.172,-0.063,0.014,0,SUPER
4095,2512,4095,6.108,-4.432,-6.16,-0.054,0.018,-0.002,SUPER
4095,2306,4095,6.163,-4.475,-6.086,-0.035,0.013,-0.031,SUPER
4080,1254,3991,6.163,-4.391,-6.088,-0.034,-0.029,-0.042,SUPER
4003,2275,4095,6.134,-4.372,-6.136,-0.036,-0.05,-0.007,SUPER
4095,3165,4095,6.127,-4.424,-6.165,-0.045,-0.052,0.045,SUPER
4095,2839,4095,6.146,-4.599,-6.124,-0.039,-0.024,0.051,SUPER
4087,4095,4095,6.163,-4.65,-6.084,-0.037,-0.023,0.012,SUPER
4095,4095,4095,6.132,-4.606,-6.019,-0.035,-0.055,-0.016,SUPER
4095,4095,4095,6.067,-4.53,-6.062,-0.039,-0.082,-0.018,SUPER
4095,3900,4095,6.002,-4.508,-6.218,-0.041,-0.067,0.002,SUPER
4095,4095,4095,6.024,-4.542,-6.127,-0.049,-0.039,0.011,SUPER
4095,4095,4095,6.057,-4.573,-6.134,-0.06,-0.052,0.023,SUPER
4048,4095,4095,6.096,-4.599,-6.074,-0.069,-0.081,0.031,SUPER
4095,4095,4095,6.134,-4.587,-6.115,-0.07,-0.109,0.018,SUPER
4095,4095,4095,6.124,-4.554,-6.163,-0.059,-0.083,-0.003,SUPER
4095,4095,4095,6.091,-4.527,-6.141,-0.051,-0.054,-0.026,SUPER
4095,2793,4095,6.036,-4.492,-6.191,-0.064,-0.048,-0.018,SUPER
4095,3623,4095,5.978,-4.413,-6.084,-0.078,-0.04,0.024,SUPER
4095,3440,4095,6.057,-4.417,-6.093,-0.08,-0.079,0.067,SUPER
4090,2994,4095,6.014,-4.496,-6.208,-0.065,-0.07,0.065,SUPER
4095,2543,4095,5.964,-4.561,-6.201,-0.054,-0.03,0.025,SUPER
4095,2709,4095,5.988,-4.563,-6.11,-0.047,-0.028,-0.016,SUPER
4095,3182,4095,5.995,-4.444,-6.141,-0.056,-0.076,-0.022,SUPER
4095,1456,4095,5.988,-4.396,-6.254,-0.049,-0.055,0.018,SUPER
4095,3396,4095,6.055,-4.556,-6.163,-0.046,-0.009,0.01,SUPER
4095,3648,4095,6.072,-4.58,-6.096,-0.039,0.029,-0.025,SUPER
4095,3761,4095,6.088,-4.48,-6.067,-0.033,0.036,-0.029,SUPER
4095,3719,4095,6.096,-4.439,-6.005,-0.043,-0.005,-0.008,SUPER
4095,4095,4095,6.189,-4.432,-5.988,-0.041,-0.054,0.005,SUPER
4095,4095,4095,6.172,-4.436,-6.136,-0.015,-0.054,0.011,SUPER
4095,4095,4095,6.191,-4.511,-6.12,-0.009,-0.021,-0.001,SUPER
4095,4095,4095,6.223,-4.623,-6.014,-0.013,-0.029,-0.03,SUPER
4095,4095,4095,6.129,-4.539,-6.065,-0.02,-0.05,-0.045,SUPER
4095,4095,4095,6.103,-4.465,-6.048,-0.033,-0.065,-0.019,SUPER
4095,3996,4095,6.115,-4.492,-6.069,-0.03,-0.061,0.014,SUPER
4095,3675,4095,6.163,-4.578,-6.093,-0.031,-0.033,0.009,SUPER
4095,3639,4095,6.141,-4.594,-6.017,-0.034,-0.02,-0.025,SUPER
4095,3467,4095,6.215,-4.618,-5.942,-0.032,-0.052,-0.066,SUPER
4095,3248,4095,6.314,-4.664,-5.981,-0.037,-0.128,-0.12,SUPER
4095,3105,4095,6.191,-4.518,-6.136,-0.029,-0.149,-0.185,SUPER
4095,3186,4095,5.974,-4.192,-6.17,-0.028,-0.061,-0.09,SUPER
4095,3091,4095,6.062,-4.365,-6.079,-0.042,-0.005,0.014,SUPER
4095,3123,4095,6.158,-4.525,-6.036,-0.044,-0.001,0.039,SUPER
4095,3120,4095,6.215,-4.587,-6.036,-0.046,-0.008,0.017,SUPER
4095,3310,4095,6.17,-4.53,-6.045,-0.05,-0.036,-0.017,SUPER
4095,3555,4095,6.112,-4.472,-6.129,-0.04,-0.004,-0.022,SUPER
4095,3710,4095,6.079,-4.429,-6.029,-0.047,0.024,-0.003,SUPER
4095,4095,4095,6.155,-4.448,-6.002,-0.042,0.026,0.006,SUPER
4095,4086,4095,6.292,-4.499,-5.94,-0.035,0,-0.001,SUPER
4095,4095,4095,6.388,-4.508,-5.895,-0.041,-0.063,-0.02,SUPER
4095,3311,4095,8.631,-1.946,-4.125,0.421,0.226,-0.338,SUPER
4095,3071,4095,9.45,-2.588,-3.735,0.338,0.122,-0.19,SUPER
4095,2306,4095,9.172,-2.741,-3.433,0.119,0.014,0.125,SUPER
4095,2335,4095,9.325,-3.199,-3.807,0.168,-0.003,0.077,SUPER
4016,3877,4095,10.137,-2.902,-2.952,0.269,0.016,-0.36,SUPER
4095,2320,4095,9.84,-2.164,-3.682,0.493,-0.03,-0.908,SUPER
4016,2955,4062,8.851,-1.92,-4.183,0.243,-0.018,-0.827,SUPER
4033,3030,4095,8.078,-1.535,-4.269,-0.053,-0.188,-0.3,SUPER
4095,4095,4095,8.638,-1.595,-3.807,-0.137,-0.144,0.206,SUPER
4014,3068,4095,8.286,-1.915,-4.475,-0.114,-0.011,0.352,SUPER
4095,4095,4095,7.98,-1.903,-4.994,-0.125,0.175,0.296,SUPER
4095,4095,4095,8.526,-2.205,-4.755,-0.271,0.048,0.27,SUPER
4095,3513,4095,8.856,-2.004,-4.312,-0.221,-0.254,0.084,SUPER
4095,4095,4095,8.997,-1.041,-4.238,-0.146,-0.477,0.147,SUPER
4095,4095,4095,8.629,-0.994,-3.95,-0.12,-0.605,0.463,SUPER
4095,4095,4095,8.361,-1.551,-4.147,-0.146,-0.421,0.685,SUPER
4095,4095,4095,8.811,-2.626,-4.118,-0.208,-0.222,0.718,SUPER
4095,2512,4095,8.756,-2.883,-4.005,-0.206,-0.109,0.599,SUPER
4095,3120,4095,8.784,-2.885,-3.977,-0.079,0.049,0.326,SUPER
4095,2033,4095,8.487,-2.772,-4.061,0.038,0.163,-0.033,SUPER
4095,2003,4095,7.86,-2.109,-4.417,0.118,0.14,-0.166,SUPER
4095,1676,4095,7.489,-1.355,-4.992,0.08,0.264,0.005,SUPER
4095,2128,4095,7.807,-1.896,-4.628,-0.063,0.359,0.423,SUPER
4095,1239,4095,8.571,-2.957,-4.187,-0.146,0.394,0.587,SUPER
4095,981,4095,9.311,-3.479,-3.747,-0.164,0.31,0.405,SUPER
4095,726,4095,9.694,-3.443,-3.457,-0.067,0.133,0.015,SUPER
4095,1120,4095,9.467,-2.784,-3.788,0.032,-0.033,-0.33,SUPER
4095,1242,4095,8.691,-2.186,-4.41,0.008,-0.064,-0.407,SUPER
4095,1683,4053,8.011,-1.52,-4.439,-0.14,0.051,-0.131,SUPER
4095,3091,4095,8.265,-1.863,-4.037,-0.324,0.02,0.307,SUPER
4095,3510,4079,8.389,-2.567,-4.08,-0.405,-0.028,0.538,SUPER
4095,3568,4095,8.61,-3.251,-4.027,-0.387,-0.073,0.444,SUPER
4095,4095,4095,8.665,-3.333,-4.209,-0.321,-0.098,0.143,SUPER
4095,4095,4095,8.535,-2.921,-4.118,-0.295,-0.165,0.003,SUPER
4095,4095,4095,8.648,-2.622,-3.886,-0.243,-0.203,0.08,SUPER
4095,3739,4095,9.505,-2.895,-2.978,-0.191,-0.223,0.049,SUPER
4095,4095,4095,9.474,-2.607,-3.804,-0.199,-0.26,-0.124,SUPER
4095,4095,4095,9.096,-2.385,-3.898,-0.214,-0.279,-0.212,SUPER
3994,4095,4095,8.677,-1.865,-4.056,-0.229,-0.264,-0.109,SUPER
