flex1,flex2,flex3,ax,ay,az,gx,gy,gz,label
4095,975,3158,3.946,-2.698,-8.583,-0.108,-0.176,0.103,SUPER
4092,4095,4095,3.965,-2.531,-8.698,-0.203,-0.012,0.055,SUPER
3067,320,3884,4.142,-2.162,-8.37,-0.298,0.075,0.02,SUPER
4095,3712,3731,4.345,-1.851,-8.212,-0.348,0.016,0.03,SUPER
4095,1664,4095,4.424,-1.561,-8.394,-0.366,-0.055,0.017,SUPER
4085,3179,4095,4.513,-1.3,-8.677,-0.372,-0.023,-0.015,SUPER
3683,0,3283,4.606,-0.84,-8.622,-0.385,0.069,-0.077,SUPER
4095,3562,4095,4.662,-0.383,-8.497,-0.373,0.076,-0.086,SUPER
2915,1506,3803,4.712,0.067,-8.42,-0.333,-0.008,-0.032,SUPER
3561,2969,4095,4.827,0.172,-8.401,-0.237,-0.092,0.013,SUPER
3782,1117,3417,4.808,0.227,-8.712,-0.131,-0.111,-0.021,SUPER
4095,1927,4095,4.7,0.287,-8.866,-0.058,-0.024,-0.043,SUPER
3265,1058,3455,4.702,0.247,-8.595,0.001,0.023,-0.018,SUPER
4095,1995,3635,4.733,0.124,-8.437,0.05,-0.039,0.061,SUPER
4095,623,3743,4.714,-0.223,-8.516,0.099,-0.104,0.148,SUPER
4095,1698,3978,4.745,-0.843,-8.471,0.146,-0.115,0.148,SUPER
4095,1189,3514,4.724,-1.434,-8.499,0.177,-0.1,0.035,SUPER
4095,2899,4095,4.506,-1.535,-8.43,0.164,-0.077,-0.037,SUPER
3835,1861,4077,4.458,-1.602,-8.277,0.119,-0.12,-0.006,SUPER
4095,1223,3792,4.484,-1.757,-8.248,0.093,-0.187,0.039,SUPER
4095,2892,4006,4.42,-1.887,-8.478,0.074,-0.202,0.024,SUPER
3630,2412,2440,7.518,-5.219,-4.209,-0.243,-0.013,-0.066,SUPER
3700,2842,3692,6.917,-5.148,-3.953,-0.392,0.339,0.009,SUPER
3466,1535,3406,8.176,-5.497,-3.309,-0.421,0.374,-0.088,SUPER
4095,2109,4095,8.964,-5.049,-3.12,-0.459,-0.036,-0.083,SUPER
3345,1950,3991,8.078,-4.69,-3.666,-0.533,-0.306,0.053,SUPER
3136,519,4095,7.786,-4.805,-4.106,-0.591,-0.186,0.055,SUPER
4095,1686,3721,7.489,-4.415,-4.197,-0.631,-0.077,0.015,SUPER
3728,2127,4053,7.499,-4.233,-4.377,-0.617,0.028,0.002,SUPER
3619,1281,4095,7.47,-4.08,-4.403,-0.595,0.055,-0.046,SUPER
4095,3137,4091,7.46,-3.922,-4.506,-0.543,0.069,-0.103,SUPER
4095,1783,3743,7.484,-3.761,-4.506,-0.494,0.126,-0.154,SUPER
3178,1984,4022,7.626,-3.524,-4.539,-0.468,0.193,-0.187,SUPER
4095,1459,3306,7.724,-3.187,-4.391,-0.471,0.222,-0.133,SUPER
3353,3265,4095,7.894,-3.029,-4.264,-0.46,0.204,-0.034,SUPER
3990,0,3313,8.145,-3.16,-4.209,-0.412,0.186,-0.005,SUPER
3158,2320,3694,8.339,-3.239,-4.12,-0.346,0.177,-0.074,SUPER
4095,2322,3374,8.368,-2.957,-4.027,-0.288,0.149,-0.123,SUPER
3492,2651,4095,8.394,-2.828,-4.034,-0.234,0.091,-0.086,SUPER
4095,639,3442,8.37,-2.861,-4.049,-0.183,0.035,-0.028,SUPER
4051,3215,4095,8.349,-2.875,-4.149,-0.165,-0.003,0.027,SUPER
4004,2953,3799,8.363,-2.784,-4.602,-0.176,-0.05,0.12,SUPER
3545,1695,4051,8.339,-2.825,-4.159,-0.148,-0.14,0.219,SUPER
4095,1011,3453,8.43,-3.031,-4.104,-0.079,-0.182,0.274,SUPER
3946,2005,4095,8.437,-3.156,-4.034,-0.014,-0.249,0.243,SUPER
3729,1570,3724,8.358,-2.942,-4.027,0.016,-0.355,0.262,SUPER
4079,3070,4081,8.294,-2.89,-3.9,0.034,-0.52,0.434,SUPER
4095,2127,4095,8.286,-3.177,-4.063,0.041,-0.712,0.617,SUPER
3662,784,4095,7.966,-3.424,-4.286,0.045,-0.805,0.738,SUPER
4095,2086,3712,7.736,-3.699,-4.506,0.042,-0.782,0.82,SUPER
3315,1717,4010,7.673,-4.104,-4.654,0.008,-0.746,0.823,SUPER
4095,2105,3843,7.46,-4.235,-4.678,0.011,-0.707,0.8,SUPER
3575,1679,3815,7.338,-4.537,-4.748,0.078,-0.648,0.727,SUPER
4095,3967,4095,7.252,-4.69,-4.853,0.116,-0.575,0.6,SUPER
3509,1514,3526,7.015,-4.86,-4.896,0.179,-0.465,0.435,SUPER
4095,3019,3547,6.979,-5.03,-4.925,0.232,-0.363,0.25,SUPER
3121,3323,4095,6.993,-5.289,-4.903,0.268,-0.331,0.082,SUPER
4095,3733,4095,6.756,-5.083,-4.958,0.261,-0.335,-0.006,SUPER
3455,2217,3611,6.555,-4.942,-5.035,0.204,-0.302,0.069,SUPER
4095,2382,4065,6.594,-5.181,-4.956,0.177,-0.24,0.131,SUPER
3352,3116,4095,6.749,-5.598,-4.911,0.185,-0.221,0.083,SUPER
3943,95,3190,6.79,-5.799,-4.86,0.193,-0.221,-0.063,SUPER
4095,4095,4095,6.577,-5.595,-5.021,0.184,-0.219,-0.193,SUPER
4095,3018,4095,6.337,-5.107,-5.164,0.117,-0.18,-0.143,SUPER
4094,1370,3989,6.354,-5.021,-5.193,0.032,-0.137,0.029,SUPER
4095,2109,3578,6.591,-5.464,-5.016,0.004,-0.111,0.091,SUPER
3810,1955,4094,6.788,-5.722,-4.946,0.016,-0.1,-0.022,SUPER
3854,887,3071,6.783,-5.686,-4.906,0.047,-0.104,-0.205,SUPER
3975,0,3279,6.687,-5.385,-4.908,0.085,-0.108,-0.352,SUPER
3785,4095,4095,6.474,-5.059,-5.155,0.069,-0.084,-0.382,SUPER
4058,138,3840,6.285,-4.681,-5.27,-0.034,-0.022,-0.207,SUPER
4095,3362,3943,6.438,-4.798,-5.126,-0.147,0.036,0.077,SUPER
3928,2338,4095,6.833,-5.351,-4.896,-0.198,0.056,0.176,SUPER
3964,4095,4095,7.051,-5.59,-4.822,-0.191,0.035,0.042,SUPER
3574,1684,3505,6.879,-5.346,-4.834,-0.181,0.035,-0.105,SUPER
4095,4095,4095,6.809,-5.114,-4.922,-0.194,0.043,-0.143,SUPER
3472,1584,3460,6.701,-4.798,-4.999,-0.234,0.08,-0.07,SUPER
4095,3511,4035,6.871,-4.889,-4.884,-0.266,0.112,0.026,SUPER
3120,3256,4095,7.049,-5.049,-4.767,-0.278,0.118,0.036,SUPER
4095,3844,4095,7.192,-5.181,-4.748,-0.266,0.112,-0.023,SUPER
3403,2159,3611,7.221,-5.035,-4.769,-0.269,0.076,-0.095,SUPER
4095,2785,4027,7.087,-4.683,-4.884,-0.294,0.059,-0.102,SUPER
3583,2147,4048,6.967,-4.401,-4.978,-0.331,0.084,-0.015,SUPER
4095,1856,3643,7.056,-4.386,-4.966,-0.348,0.112,0.068,SUPER
4095,2387,3817,7.195,-4.381,-4.934,-0.341,0.103,0.06,SUPER
4095,2903,4095,7.187,-4.319,-4.846,-0.293,0.063,0.001,SUPER
4095,1405,3953,7.204,-4.18,-4.927,-0.234,0.005,-0.041,SUPER
4095,2687,3583,7.118,-4.044,-5.04,-0.205,-0.037,-0.029,SUPER
3555,2368,4095,7.029,-3.984,-5.186,-0.203,-0.035,0.01,SUPER
3336,2912,4095,7.01,-3.946,-5.217,-0.199,0.011,0.04,SUPER
4095,1488,3958,7.082,-4.034,-5.033,-0.165,0.03,0.038,SUPER
3399,3094,3805,7.168,-4.164,-5.006,-0.111,0.021,0.006,SUPER
4095,965,3736,7.192,-4.166,-5.023,-0.06,0.001,-0.041,SUPER
3980,2175,4095,7.092,-4.068,-5.009,-0.041,0.001,-0.047,SUPER
4095,499,3088,7.056,-4.154,-4.824,-0.028,0.003,-0.019,SUPER
3151,2959,4095,7.345,-4.42,-5.567,0,0.041,-0.011,SUPER
4095,2225,3632,7.865,-3.311,-4.939,-0.032,-0.026,-0.047,SUPER
3266,3389,3898,7.776,-3.163,-4.894,-0.04,-0.021,-0.032,SUPER
3324,1167,4095,7.815,-3.22,-4.843,-0.048,-0.048,0.011,SUPER
4095,1582,3222,7.913,-3.247,-4.803,-0.048,-0.113,0.032,SUPER
4095,1727,3625,7.966,-3.383,-4.884,-0.035,-0.125,0.025,SUPER
4095,511,3817,7.86,-3.342,-4.839,-0.03,-0.083,-0.022,SUPER
4095,800,3938,7.836,-3.314,-4.803,-0.038,-0.1,-0.018,SUPER
3152,847,4095,7.875,-3.361,-4.87,-0.053,-0.161,0.006,SUPER
4086,2595,3793,7.805,-3.328,-4.887,-0.068,-0.19,0.037,SUPER
4095,3056,4095,7.791,-3.412,-4.949,-0.064,-0.158,0.041,SUPER
4087,3904,3939,7.76,-3.445,-4.966,-0.064,-0.115,-0.007,SUPER
4065,3513,4095,7.717,-3.402,-4.99,-0.057,-0.078,-0.033,SUPER
4032,4095,4095,7.7,-3.292,-4.97,-0.073,-0.08,-0.032,SUPER
4057,4095,4095,7.671,-3.247,-4.973,-0.085,-0.083,0.02,SUPER
3949,3562,4095,7.8,-3.29,-4.942,-0.094,-0.111,0.037,SUPER
4055,4095,4095,7.721,-3.294,-5.03,-0.094,-0.107,0.031,SUPER
4062,3227,4095,7.64,-3.292,-5.085,-0.083,-0.034,0.001,SUPER
4095,3107,4095,7.659,-3.215,-5.028,-0.081,0.011,-0.007,SUPER
4095,1535,4050,7.769,-3.136,-4.958,-0.088,-0.031,0.016,SUPER
4095,2723,4095,7.8,-3.108,-4.968,-0.083,-0.07,0.055,SUPER
4095,2974,4080,7.829,-3.239,-4.949,-0.083,-0.069,0.053,SUPER
4095,2349,4075,7.913,-3.266,-4.927,-0.052,-0.095,0.005,SUPER
4080,1633,4093,7.867,-3.275,-4.987,-0.026,-0.086,-0.054,SUPER
4095,1657,4095,7.676,-3.134,-5.064,-0.034,-0.066,-0.046,SUPER
4095,2559,4095,7.721,-3.261,-5.078,-0.063,-0.075,-0.009,SUPER
4095,1449,4065,7.86,-3.472,-5.042,-0.095,-0.079,-0.048,SUPER
4095,2608,4095,7.834,-3.438,-4.879,-0.106,-0.13,-0.156,SUPER
4095,2478,4095,7.642,-3.108,-4.968,-0.033,-0.14,-0.191,SUPER
4079,3458,4095,7.544,-3.033,-5.095,-0.011,-0.073,-0.122,SUPER
4086,2807,4095,7.654,-3.031,-5.073,-0.034,-0.028,-0.039,SUPER
4009,3108,4095,7.781,-3.163,-5.021,-0.064,-0.033,0.019,SUPER
3919,4095,4095,7.949,-3.316,-4.999,-0.082,-0.043,-0.003,SUPER
4095,3648,4095,7.887,-3.251,-4.966,-0.073,-0.039,-0.029,SUPER
4095,3888,4095,7.863,-3.139,-4.896,-0.053,-0.052,-0.05,SUPER
4095,3583,4095,7.87,-3.127,-4.958,-0.041,-0.071,-0.036,SUPER
4095,4095,4095,7.81,-3.139,-4.999,-0.049,-0.092,-0.023,SUPER
4095,3715,4095,7.748,-3.187,-5.064,-0.057,-0.079,-0.01,SUPER
4095,2516,4095,7.757,-3.163,-4.999,-0.057,-0.064,-0.021,SUPER
4095,3520,4095,7.812,-3.156,-5.033,-0.051,-0.078,-0.025,SUPER
4095,2469,3990,7.776,-3.136,-5.052,-0.056,-0.082,-0.007,SUPER
4095,2470,4095,7.75,-3.201,-5.088,-0.07,-0.064,-0.01,SUPER
4095,1727,4095,7.709,-3.117,-5.076,-0.075,-0.023,-0.013,SUPER
4095,2797,4095,7.745,-3.11,-5.061,-0.079,-0.018,-0.015,SUPER
4095,1669,4087,7.717,-3.055,-5.018,-0.065,0.001,-0.004,SUPER
4069,1360,4095,7.817,-3.098,-4.975,-0.054,-0.004,-0.007,SUPER
3922,240,4095,7.829,-3.038,-5.009,-0.053,-0.014,0.002,SUPER
4034,1471,4095,7.858,-3.124,-4.999,-0.067,-0.021,0.008,SUPER
4079,2117,4095,7.92,-3.103,-4.973,-0.068,-0.022,-0.008,SUPER
4010,1806,4095,7.882,-3.053,-4.942,-0.055,-0.02,-0.014,SUPER
3950,2939,4095,7.927,-3.1,-4.913,-0.059,-0.006,-0.014,SUPER
4029,2672,4092,7.968,-2.983,-4.87,-0.069,-0.066,0.002,SUPER
4016,3086,4080,8.028,-3.163,-4.954,-0.08,-0.119,0.019,SUPER
4095,3059,4095,7.863,-2.986,-4.944,-0.078,-0.094,0.001,SUPER
4095,4073,4095,7.906,-3.108,-4.92,-0.063,-0.038,0.002,SUPER
4095,3759,4048,7.87,-3.019,-4.934,-0.064,-0.034,-0.022,SUPER
4037,2663,4095,7.891,-3.084,-4.925,-0.067,-0.059,-0.006,SUPER
4095,4095,4095,7.877,-3.112,-4.961,-0.062,-0.07,-0.006,SUPER
4095,3216,4076,7.877,-3.112,-4.975,-0.054,-0.091,-0.024,SUPER
4095,3056,4095,7.781,-3.012,-5.095,-0.064,-0.067,-0.023,SUPER
3886,1584,3987,7.743,-3,-5.076,-0.091,-0.028,0.019,SUPER
4095,2911,4095,7.894,-3.108,-4.951,-0.106,-0.039,0.045,SUPER
4095,2790,4095,7.961,-3.069,-4.911,-0.099,-0.078,0.031,SUPER
4051,2431,4095,7.91,-3.014,-4.954,-0.08,-0.114,0.014,SUPER
4095,1921,4095,7.906,-3.002,-4.992,-0.061,-0.082,0.007,SUPER
4094,1743,4095,7.882,-3.026,-4.954,-0.061,-0.052,-0.008,SUPER
4095,2501,4095,7.934,-3.019,-4.951,-0.077,-0.083,-0.009,SUPER
4095,1413,4095,7.92,-2.966,-4.944,-0.078,-0.143,0.018,SUPER
4095,2675,4095,7.807,-3.043,-5.059,-0.051,-0.116,0.025,SUPER
4039,2253,4095,7.807,-3.115,-5.011,-0.039,-0.064,-0.021,SUPER
4066,2735,4048,7.807,-3.093,-5.028,-0.053,-0.085,-0.041,SUPER
4095,2559,4095,7.748,-3.081,-5.114,-0.08,-0.098,-0.011,SUPER
4095,3504,4095,7.676,-3.036,-5.124,-0.103,-0.07,0.009,SUPER
4095,4095,4095,7.819,-3.139,-4.954,-0.085,-0.077,-0.001,SUPER
4095,3792,3953,7.855,-3.06,-5.025,-0.054,-0.075,-0.034,SUPER
4062,3974,4095,7.8,-2.95,-5.1,-0.074,-0.088,-0.044,SUPER
3873,2000,4095,1.556,-7.13,-7.427,-0.653,0.863,3.06,SUPER
4066,1989,3870,1.499,-7.69,-7.525,-0.602,0.892,2.14,SUPER
4076,2737,4095,0.855,-6.704,-8.03,-0.432,1.162,1.181,SUPER
3969,2121,4095,0.294,-5.483,-8.622,-0.254,1.587,0.507,SUPER
3539,2802,3838,-0.105,-3.788,-9.22,-0.106,2.124,0.37,SUPER
3792,2977,3999,0.512,-3.883,-9.541,0.221,2.53,0.751,SUPER
3878,3660,4015,1.161,-3.926,-8.796,0.639,2.615,1.238,SUPER
3983,2559,4095,1.707,-4.602,-8.088,1.224,2.525,1.678,SUPER
4095,3552,4095,2.042,-6.072,-7.554,1.766,2.37,1.89,SUPER
4095,4095,4095,1.721,-6.756,-6.864,2.152,2.457,1.961,SUPER
4095,4095,4095,1.769,-7.159,-4.803,2.388,2.56,2.06,SUPER
4066,3677,4095,1.93,-7.096,-2.435,2.603,2.277,2.203,SUPER
4095,3277,4043,2.143,-7.465,-1.326,2.848,1.927,2.405,SUPER
4095,3151,3929,1.961,-8.674,-0.795,3.007,1.852,2.341,SUPER
4095,2368,4000,1.82,-9.407,-0.225,3.059,1.974,2.172,SUPER
4095,2906,4095,2.071,-9.685,0.462,2.911,2.114,2.044,SUPER
4035,2797,4031,2.919,-10.489,1.264,2.745,2.117,1.888,SUPER
3919,2807,3909,3.833,-11.511,1.99,2.564,2.002,1.383,SUPER
4095,2128,4023,4.496,-12.385,2.009,2.532,1.819,0.49,SUPER
4095,2223,4095,3.539,-10.922,1.283,2.242,1.758,-0.133,SUPER
4095,2875,4095,2.761,-9.009,1.317,1.641,1.743,0.29,SUPER
3920,2287,4042,3.553,-9.572,1.733,1.251,1.679,0.92,SUPER
4095,2512,4082,5.066,-11.234,2.346,1.106,1.414,0.701,SUPER
4095,2523,4095,5.717,-12.005,2.466,1.154,1.022,-0.286,SUPER
4095,3713,4095,4.393,-10.585,1.901,1.158,0.766,-1.322,SUPER
4095,2544,4095,2.543,-7.523,1.113,0.817,0.731,-1.183,SUPER
4095,2528,4095,2.148,-6.656,1.633,0.356,0.798,-0.087,SUPER
4095,2918,4095,3.086,-7.594,2.538,0.072,0.631,0.958,SUPER
4095,3440,4071,3.91,-9.416,2.765,0.043,0.307,1.183,SUPER
4095,3710,4095,4.032,-10.604,2.61,0.146,0.074,0.614,SUPER
4095,2832,4095,3.376,-10.585,2.241,0.253,0.021,-0.216,SUPER
4095,3962,4095,2.215,-9.311,1.98,0.292,0.021,-0.627,SUPER
4095,2788,4070,1.63,-8.258,1.908,0.221,0.004,-0.336,SUPER
4043,3484,3990,1.776,-8.48,2.052,0.159,-0.045,0.113,SUPER
4095,2830,4095,2.33,-9.421,2.1,0.175,-0.176,0.196,SUPER
4079,3216,4059,2.409,-10.204,1.865,0.278,-0.272,-0.172,SUPER
3903,2358,4095,0.946,-8.638,1.027,0.264,-0.212,-0.388,SUPER
3831,2143,4095,0.323,-8.04,1.226,0.192,0,0.142,SUPER
4095,2501,4095,1.245,-9.258,1.611,0.186,0.124,0.534,SUPER
4095,2256,4095,1.863,-10.089,2.045,0.267,0.116,0.364,SUPER
4090,1974,4033,2.157,-10.508,2.234,0.393,0.059,-0.095,SUPER
4095,1563,4095,2.09,-10.463,2.272,0.516,0.008,-0.663,SUPER
3895,2026,4095,1.484,-9.244,2.274,0.527,0.015,-0.797,SUPER
4081,2687,4095,1.446,-8.763,2.337,0.481,0.082,-0.492,SUPER
4081,1942,3998,1.997,-9.026,2.784,0.387,0.119,-0.17,SUPER
4095,3071,4095,2.373,-9.292,3.144,0.35,0.094,-0.044,SUPER
4095,3059,4080,2.72,-9.766,3.371,0.391,0.06,-0.149,SUPER
4095,4038,4095,3.01,-10.163,3.622,0.402,-0.077,-0.487,SUPER
4095,3055,4095,2.789,-9.608,3.843,0.414,-0.29,-0.851,SUPER
4091,4095,4095,2.437,-8.897,3.524,0.424,-0.449,-0.937,SUPER
4095,4095,4095,2.033,-8.332,3.108,0.389,-0.352,-0.772,SUPER
4095,4095,4095,2.093,-8.337,3.1,0.29,-0.146,-0.444,SUPER
4095,4095,4095,2.263,-8.411,3.275,0.174,-0.027,-0.189,SUPER
4095,4095,4095,2.799,-8.983,3.677,0.154,-0.003,-0.114,SUPER
4083,4095,4095,3,-9.199,3.747,0.201,-0.023,-0.3,SUPER
4074,3888,4095,2.904,-9.043,3.546,0.271,0.045,-0.472,SUPER
4095,3808,4095,2.911,-9.002,3.383,0.251,0.171,-0.561,SUPER
4095,3312,4095,2.818,-8.667,3.85,0.207,0.204,-0.519,SUPER
4095,3398,4095,3.074,-8.677,4.159,0.158,0.112,-0.391,SUPER
3908,2471,4095,3.287,-8.674,4.262,0.152,-0.016,-0.284,SUPER
4095,2480,4095,3.409,-8.902,4.118,0.128,-0.111,-0.222,SUPER
4095,3349,4095,3.383,-8.95,3.998,0.093,-0.109,-0.283,SUPER
4095,2557,4016,3.467,-8.892,3.95,0.07,-0.057,-0.38,SUPER
4095,3042,4023,3.558,-8.643,3.986,0.063,-0.037,-0.475,SUPER
4095,3203,4032,3.419,-8.255,3.807,0.059,-0.033,-0.472,SUPER
4051,4095,4095,3.369,-8.131,3.584,0.05,0.09,-0.397,SUPER
3921,3622,4095,3.587,-8.114,3.836,0.048,0.165,-0.346,SUPER
4095,4095,4095,3.843,-8.131,4.041,0.059,0.077,-0.321,SUPER
4042,4095,4095,3.838,-8.159,3.862,0.063,0.001,-0.285,SUPER
4030,4095,4095,3.812,-8.277,3.821,0.045,0.022,-0.256,SUPER
3985,4095,4095,3.912,-8.236,3.934,0.05,0.072,-0.231,SUPER
4095,3798,4095,4.183,-8.43,4.24,0.046,0.046,-0.24,SUPER
4083,4095,4095,4.192,-8.262,4.305,0.029,-0.102,-0.242,SUPER
4095,3184,4095,4.329,-8.466,4.247,0.062,-0.175,-0.229,SUPER
4095,3759,4095,4.365,-8.543,4.077,0.103,-0.147,-0.347,SUPER
3487,2686,3635,0.965,-6.936,-6.577,-0.049,0.023,-0.08,SUPER
3506,1759,4095,0.836,-6.776,-6.637,-0.021,-0.001,-0.005,SUPER
3583,303,3534,0.821,-6.783,-6.742,0.002,0.003,0.102,SUPER
4095,2908,4095,0.996,-6.984,-6.567,0.048,0.037,0.093,SUPER
4095,2646,3789,1.109,-7.14,-6.369,0.033,-0.01,0.058,SUPER
4036,3216,3428,1.19,-7.254,-6.371,-0.052,-0.124,0.036,SUPER
3181,1842,3967,0.919,-7.142,-6.814,-0.075,-0.134,-0.001,SUPER
4095,1794,4095,0.807,-6.955,-6.905,-0.079,0.005,0.043,SUPER
3759,2631,3756,1.204,-7.216,-6.409,-0.067,0.083,0.023,SUPER
3479,2103,4046,1.733,-7.671,-5.701,-0.099,-0.111,-0.151,SUPER
4095,1790,4095,1.573,-7.484,-5.861,-0.128,-0.438,-0.423,SUPER
3770,3384,4095,0.414,-6.488,-7.209,-0.137,-0.438,-0.402,SUPER
3813,2991,4091,-0.122,-6.146,-7.52,-0.043,0.003,-0.051,SUPER
4095,0,3082,0.831,-6.986,-6.44,0.053,0.256,0.177,SUPER
4038,2375,4095,1.745,-7.772,-5.564,-0.013,0.018,0.028,SUPER
4095,1509,3671,1.444,-7.424,-6.079,-0.096,-0.26,-0.238,SUPER
3600,2372,3277,0.716,-6.936,-7.089,-0.084,-0.138,-0.323,SUPER
3071,1767,4095,0.453,-6.718,-7.228,-0.024,0.152,-0.273,SUPER
4095,447,3979,0.97,-7.077,-6.5,-0.053,0.327,-0.195,SUPER
4095,3344,3925,1.726,-7.221,-5.617,-0.139,0.136,-0.223,SUPER
3607,1917,4047,1.487,-6.819,-6.12,-0.103,-0.096,-0.247,SUPER
4095,544,3721,1.006,-6.402,-6.888,0.034,-0.038,-0.123,SUPER
4095,3286,3712,1.101,-6.713,-6.895,0.112,0.186,0.048,SUPER
4020,2442,3888,1.767,-7.333,-6.254,0.054,0.249,0.042,SUPER
4095,4095,3664,1.987,-7.508,-5.935,-0.118,-0.002,-0.129,SUPER
3487,2983,4095,1.561,-7.245,-6.493,-0.186,-0.148,-0.285,SUPER
4071,2545,3795,1.044,-6.888,-6.931,-0.113,-0.05,-0.327,SUPER
3854,3186,3344,1.087,-6.759,-6.766,-0.088,0.133,-0.226,SUPER
3044,2503,3996,1.475,-6.821,-6.239,-0.091,0.128,-0.131,SUPER
4095,2144,4095,1.618,-6.843,-6.093,-0.094,0.015,-0.031,SUPER
4095,4095,3653,1.566,-6.838,-6.369,-0.068,-0.053,0.064,SUPER
3473,2714,4095,1.626,-7.017,-6.637,-0.009,-0.015,0.086,SUPER
3945,1772,3983,1.729,-7.089,-6.651,0.003,0.081,0.02,SUPER
4095,4095,4007,1.908,-7.075,-6.328,-0.051,0.056,-0.052,SUPER
4048,2071,3851,1.714,-6.78,-6.409,-0.088,0.025,-0.02,SUPER
3959,1957,3822,1.7,-6.788,-6.474,-0.073,0.022,0.09,SUPER
3827,1088,4095,1.817,-6.996,-6.376,-0.022,0.027,0.112,SUPER
3727,2475,3905,2.002,-7.18,-6.213,0.001,-0.003,0.029,SUPER
3541,2023,3414,2.009,-7.113,-6.053,-0.033,-0.145,-0.042,SUPER
3286,2027,4095,1.769,-6.934,-6.366,-0.069,-0.251,-0.027,SUPER
4095,2427,3943,1.504,-6.943,-6.752,-0.065,-0.218,0.045,SUPER
3409,4095,3953,1.446,-7.041,-6.809,-0.012,-0.063,0.071,SUPER
4015,2154,3410,1.602,-7.252,-6.539,-0.002,0.035,0.023,SUPER
4095,4095,4095,1.717,-7.25,-6.218,-0.061,-0.002,-0.022,SUPER
2887,2176,4095,1.568,-7.175,-6.393,-0.092,-0.055,-0.042,SUPER
3856,4095,4095,1.439,-7.025,-6.476,-0.115,-0.038,-0.015,SUPER
3177,4095,3765,1.453,-6.955,-6.481,-0.101,-0.004,0.007,SUPER
4095,4095,4095,1.604,-6.898,-6.395,-0.081,0.033,0.005,SUPER
4095,2009,3071,1.738,-6.922,-6.246,-0.049,0.018,-0.006,SUPER
4095,2684,4095,1.647,-6.819,-6.378,-0.035,0.001,-0.006,SUPER
3425,1844,3413,1.765,-6.938,-6.359,-0.047,0.006,0.046,SUPER
4095,2235,3287,1.791,-7.053,-6.455,-0.054,0.024,0.047,SUPER
3616,2794,4095,1.872,-7.111,-6.402,-0.07,0.043,0.021,SUPER
4095,1108,3472,1.942,-7.068,-6.302,-0.06,0.026,-0.05,SUPER
3919,2539,4095,1.851,-6.962,-6.297,-0.046,0.012,-0.081,SUPER
4095,1444,3766,1.879,-6.924,-6.323,-0.057,-0.029,-0.041,SUPER
4095,2797,4095,1.805,-6.888,-6.5,-0.058,-0.05,0.009,SUPER
3776,2816,3819,1.76,-6.96,-6.527,-0.043,-0.014,0.052,SUPER
4095,1242,3989,1.865,-7.065,-6.464,-0.027,0.018,0.039,SUPER
3648,1485,3700,1.927,-7.075,-6.369,-0.027,0.005,-0.006,SUPER
4054,3317,4095,1.815,-7.106,-6.414,-0.051,-0.03,-0.036,SUPER
3189,1788,3836,1.671,-6.914,-6.438,-0.085,-0.06,-0.007,SUPER
4095,2246,3712,1.652,-6.965,-6.524,-0.07,-0.033,0.052,SUPER
3583,3761,4095,1.784,-7.001,-6.474,-0.046,0.009,0.042,SUPER
4095,2320,3583,1.798,-7.022,-6.388,-0.033,0.029,0.006,SUPER
3280,2852,4095,1.832,-6.97,-6.304,-0.03,0.03,-0.029,SUPER
3646,963,3695,1.92,-6.898,-6.266,-0.035,-0.013,-0.042,SUPER
4095,3303,4095,1.844,-6.812,-6.361,-0.042,-0.041,-0.002,SUPER
3608,1023,4071,1.851,-6.974,-6.44,-0.049,-0.038,0.054,SUPER
4095,2050,4095,1.865,-7.07,-6.491,-0.037,0.017,0.034,SUPER
4095,3051,3419,1.939,-7.053,-6.431,-0.029,0.062,-0.022,SUPER
3643,3490,4095,1.949,-6.931,-6.337,-0.03,0.064,-0.07,SUPER
3959,1629,3333,1.867,-6.814,-6.373,-0.024,0.044,-0.06,SUPER
4095,2427,4095,1.867,-6.816,-6.323,-0.044,0.015,0.033,SUPER
3389,2780,3879,1.956,-6.989,-6.325,-0.021,-0.009,0.098,SUPER
3599,1344,3459,3.091,-6.78,-6,-0.011,-0.144,-0.091,SUPER
3520,4095,4095,3.12,-6.732,-6,0.006,-0.151,-0.06,SUPER
3678,69,3788,3.141,-6.778,-5.997,0.029,-0.156,-0.042,SUPER
3766,3184,4095,3.163,-6.759,-6,0.052,-0.165,-0.063,SUPER
3770,2372,3643,3.057,-6.706,-5.976,0.068,-0.162,-0.063,SUPER
4095,3024,4095,3.055,-6.773,-5.954,0.076,-0.181,-0.032,SUPER
3472,1168,3271,3.079,-6.967,-5.993,0.082,-0.205,-0.036,SUPER
4095,3248,4095,2.995,-7.116,-6.029,0.093,-0.21,-0.095,SUPER
3245,481,3433,2.835,-7.116,-6.088,0.098,-0.178,-0.139,SUPER
4095,2960,4095,2.88,-7.171,-5.978,0.098,-0.151,-0.182,SUPER
3701,791,3328,2.94,-7.242,-5.871,0.059,-0.187,-0.214,SUPER
4095,2192,3983,2.885,-7.029,-5.83,0.058,-0.216,-0.248,SUPER
3149,1172,3216,2.911,-7.041,-5.875,0.051,-0.229,-0.233,SUPER
4095,1219,3648,2.878,-6.996,-5.94,0.07,-0.202,-0.294,SUPER
3964,4095,4069,2.83,-6.893,-6,0.09,-0.147,-0.321,SUPER
