flex1,flex2,flex3,ax,ay,az,gx,gy,gz,label
3748,1533,97,4.233,-8.406,3.563,-0.07,-0.054,-0.008,POINT
4089,1766,2770,4.166,-8.313,3.563,-0.07,-0.03,-0.026,POINT
3377,1872,4095,4.132,-8.222,3.596,-0.094,-0.041,0.021,POINT
3969,1725,976,4.274,-8.284,3.737,-0.089,-0.083,0.058,POINT
3279,2320,1535,4.298,-8.339,3.701,-0.068,-0.116,0.048,POINT
4095,1872,2715,4.24,-8.401,3.56,-0.052,-0.089,0.023,POINT
4095,2018,42,4.216,-8.389,3.553,-0.052,-0.037,-0.024,POINT
3399,2237,3314,4.135,-8.2,3.622,-0.055,-0.023,-0.003,POINT
3415,1877,4095,4.257,-8.284,3.661,-0.058,-0.037,0.025,POINT
4095,1921,1285,4.247,-8.267,3.685,-0.064,-0.079,0.045,POINT
2991,2288,2286,4.252,-8.356,3.622,-0.061,-0.091,0.06,POINT
4095,1802,967,4.247,-8.399,3.56,-0.055,-0.07,0.021,POINT
4095,1851,3024,4.187,-8.315,3.589,-0.062,-0.027,0.001,POINT
3407,1855,4095,4.197,-8.27,3.666,-0.067,-0.026,0.016,POINT
3676,1762,430,4.154,-8.186,3.735,-0.06,-0.065,0.046,POINT
3344,2172,0,4.319,-8.375,3.692,-0.063,-0.105,0.055,POINT
3664,1636,2242,4.211,-8.317,3.618,-0.05,-0.099,0.035,POINT
4095,1482,367,4.041,-8.219,3.615,-0.056,-0.055,0.043,POINT
3365,2066,1220,4.063,-8.258,3.575,-0.064,-0.023,0.083,POINT
2815,1930,2603,4.243,-8.497,3.654,-0.059,-0.022,0.071,POINT
4022,1850,625,4.125,-8.349,3.68,-0.056,-0.037,0.037,POINT
3985,2663,755,4.14,-8.43,3.663,-0.05,-0.031,0.058,POINT
4086,1614,831,4.195,-8.485,3.615,-0.055,-0.029,0.048,POINT
4095,1837,1829,4.183,-8.459,3.649,-0.07,-0.027,0.072,POINT
3343,2019,4095,4.278,-8.588,3.649,-0.077,-0.01,0.06,POINT
4095,1908,2688,4.295,-8.456,3.699,-0.095,-0.027,0.037,POINT
3491,2180,1236,4.25,-8.349,3.742,-0.088,-0.058,0.051,POINT
3920,1869,4095,4.302,-8.449,3.654,-0.078,-0.075,0.051,POINT
4095,1688,927,4.329,-8.504,3.615,-0.085,-0.075,0.027,POINT
3771,2138,2532,4.226,-8.444,3.598,-0.102,-0.084,0.025,POINT
3227,1806,4095,4.13,-8.361,3.587,-0.119,-0.094,0.062,POINT
4095,1831,2899,4.137,-8.406,3.546,-0.124,-0.099,0.083,POINT
4050,3051,1739,4.142,-8.444,3.543,-0.126,-0.107,0.071,POINT
4026,1648,1823,4.029,-8.365,3.505,-0.114,-0.101,0.057,POINT
4095,1873,1779,4.082,-8.382,3.486,-0.091,-0.076,0.038,POINT
3131,1984,4095,4.142,-8.442,3.534,-0.06,-0.059,-0.032,POINT
4083,1744,229,3.974,-8.157,3.539,-0.057,-0.084,-0.028,POINT
4005,2132,0,3.977,-8.205,3.479,-0.058,-0.097,0.051,POINT
3686,1814,2337,4.005,-8.341,3.376,-0.086,-0.066,0.098,POINT
4095,1367,1502,4.142,-8.471,3.486,-0.074,-0.042,0.072,POINT
3930,2112,1234,4.214,-8.533,3.558,-0.049,-0.02,-0.004,POINT
3093,2045,4095,4.185,-8.401,3.577,-0.015,-0.034,-0.077,POINT
4095,1674,1110,4.032,-8.253,3.522,-0.027,-0.043,-0.036,POINT
3888,2213,896,4.161,-8.377,3.608,-0.039,-0.063,0.026,POINT
3952,1532,2834,4.142,-8.452,3.529,-0.059,-0.066,0.037,POINT
4095,1900,4095,4.178,-8.533,3.596,-0.068,-0.058,0.044,POINT
3006,2039,4095,4.164,-8.571,3.563,-0.054,-0.056,0.002,POINT
4095,1714,3458,4.113,-8.461,3.565,-0.031,-0.046,-0.036,POINT
4027,1978,0,4.089,-8.387,3.57,-0.047,-0.061,-0.006,POINT
4095,1893,4095,4.037,-8.353,3.558,-0.075,-0.076,0.064,POINT
4095,1757,2456,4.173,-8.545,3.584,-0.085,-0.065,0.107,POINT
3631,1864,1368,4.305,-8.677,3.622,-0.065,-0.059,0.015,POINT
3142,1867,4095,4.032,-8.401,3.579,-0.044,-0.067,-0.054,POINT
4095,1712,1739,3.965,-8.305,3.587,-0.079,-0.075,0.011,POINT
3534,2239,128,3.998,-8.351,3.548,-0.088,-0.092,0.121,POINT
3817,1691,1683,4.132,-8.559,3.527,-0.082,-0.078,0.107,POINT
4095,1904,1380,4.159,-8.569,3.625,-0.044,-0.055,0.021,POINT
2864,2241,3368,4.085,-8.49,3.584,-0.029,-0.054,-0.04,POINT
3822,1725,208,3.953,-8.313,3.519,-0.052,-0.06,0.006,POINT
3379,1599,371,6.268,-5.416,-4.978,-0.044,-0.042,-0.003,POINT
3509,1725,2175,6.297,-5.456,-4.98,-0.043,-0.051,-0.011,POINT
4095,2099,256,6.282,-5.43,-4.93,-0.045,-0.061,-0.014,POINT
4095,2150,3233,6.211,-5.43,-5.009,-0.046,-0.055,0.01,POINT
3728,1583,0,6.311,-5.569,-4.999,-0.046,-0.045,0.012,POINT
3663,1798,1358,6.292,-5.55,-4.985,-0.051,-0.05,-0.013,POINT
4095,1814,960,6.223,-5.466,-5.023,-0.055,-0.043,0.003,POINT
3887,2016,2635,6.321,-5.538,-5.023,-0.055,-0.032,0.011,POINT
3791,1730,3328,6.349,-5.514,-5.001,-0.053,-0.025,-0.001,POINT
4095,1806,1887,6.373,-5.516,-5.009,-0.05,-0.013,-0.013,POINT
3698,1699,4095,6.407,-5.476,-4.899,-0.048,-0.025,-0.005,POINT
3347,1310,3073,6.409,-5.464,-4.978,-0.044,-0.034,0.009,POINT
4095,4095,3451,6.409,-5.502,-4.97,-0.045,-0.021,0.028,POINT
4080,1868,4095,6.469,-5.571,-4.98,-0.052,-0.011,0.035,POINT
4095,2032,4095,6.522,-5.571,-4.863,-0.055,-0.012,0.01,POINT
4095,1760,2402,6.479,-5.461,-4.824,-0.05,-0.058,-0.018,POINT
4095,1967,2593,6.359,-5.37,-4.992,-0.041,-0.072,0.015,POINT
3313,1495,511,6.381,-5.499,-5.042,-0.046,-0.044,0.048,POINT
4095,2146,1403,6.46,-5.61,-4.937,-0.047,-0.028,0.026,POINT
3017,1659,1535,6.404,-5.511,-4.939,-0.042,-0.03,-0.015,POINT
4095,1855,0,6.364,-5.447,-4.889,-0.039,-0.041,-0.001,POINT
3580,1776,2240,6.407,-5.447,-4.875,-0.039,-0.071,0.035,POINT
4095,1920,740,6.393,-5.49,-4.954,-0.037,-0.091,0.055,POINT
3342,1531,2849,6.371,-5.535,-4.985,-0.038,-0.08,0.064,POINT
3952,1744,0,6.371,-5.61,-5.021,-0.04,-0.06,0.036,POINT
3463,1582,1439,6.309,-5.499,-4.968,-0.04,-0.042,0.006,POINT
3770,1920,1744,6.294,-5.44,-4.848,-0.043,-0.05,0.018,POINT
3855,1744,2900,6.366,-5.497,-4.879,-0.034,-0.077,0.03,POINT
4095,1904,1667,6.373,-5.519,-4.954,-0.035,-0.081,0.027,POINT
3790,1906,2957,6.345,-5.495,-4.997,-0.035,-0.058,0.006,POINT
4095,1673,2888,6.306,-5.464,-4.934,-0.041,-0.032,0.012,POINT
4027,1776,1883,6.349,-5.49,-4.87,-0.034,-0.035,0.019,POINT
3642,1966,4095,6.371,-5.49,-4.858,-0.033,-0.055,0.018,POINT
3824,1338,3136,6.33,-5.464,-4.882,-0.034,-0.071,0.027,POINT
4095,2096,4095,6.342,-5.535,-4.927,-0.032,-0.053,0.024,POINT
3011,1951,4095,6.409,-5.574,-4.922,-0.032,-0.034,0,POINT
4079,1782,2463,6.366,-5.55,-4.913,-0.037,-0.013,-0.018,POINT
3674,1659,1039,6.369,-5.502,-4.808,-0.037,-0.016,-0.014,POINT
4095,1794,2864,6.378,-5.473,-4.779,-0.032,-0.05,0.019,POINT
3815,1665,150,6.371,-5.523,-4.846,-0.025,-0.068,0.034,POINT
4095,1866,543,6.323,-5.555,-4.98,-0.007,-0.035,0.031,POINT
3517,1705,657,6.347,-5.643,-4.93,-0.026,0.005,0.007,POINT
4095,1927,0,6.273,-5.588,-4.956,-0.032,0.046,-0.006,POINT
3466,1600,2204,6.285,-5.564,-4.796,-0.032,0.061,0.009,POINT
4095,1853,55,6.448,-5.61,-4.664,-0.031,0.023,0.018,POINT
3723,1771,587,6.474,-5.567,-4.697,-0.026,-0.015,0.017,POINT
3235,1801,183,6.443,-5.526,-4.796,-0.028,-0.024,0.024,POINT
4095,1877,1949,6.457,-5.605,-4.82,-0.036,0.01,0.025,POINT
3387,1837,2614,6.464,-5.662,-4.769,-0.047,0.037,0.01,POINT
3869,1617,2352,6.495,-5.586,-4.657,-0.053,0.028,-0.008,POINT
4095,1895,2803,6.481,-5.488,-4.64,-0.052,-0.01,0.007,POINT
4095,1988,4007,6.503,-5.504,-4.647,-0.042,-0.042,0.021,POINT
3647,1572,3954,6.4,-5.514,-4.781,-0.033,-0.049,0.038,POINT
4095,2068,1799,6.443,-5.677,-4.829,-0.034,-0.009,0.029,POINT
3055,2220,4095,6.44,-5.629,-4.717,-0.028,0.006,0,POINT
4077,1880,3160,6.448,-5.617,-4.69,-0.029,-0.005,0.007,POINT
4069,2208,3181,6.481,-5.6,-4.673,-0.027,-0.029,0.033,POINT
3583,1563,1098,6.46,-5.648,-4.741,-0.039,-0.025,0.062,POINT
4095,2030,4095,6.507,-5.722,-4.796,-0.044,-0.004,0.055,POINT
3551,1607,803,6.51,-5.744,-4.784,-0.054,0.021,0.021,POINT
4095,2024,1329,6.416,-5.636,-4.676,-0.064,0.041,-0.002,POINT
3695,1649,0,6.436,-5.516,-4.604,-0.062,0.023,0.007,POINT
3651,1846,912,6.512,-5.545,-4.594,-0.062,-0.002,0.028,POINT
4095,1787,348,6.558,-5.571,-4.63,-0.054,-0.019,0.018,POINT
3579,1891,1239,6.503,-5.614,-4.647,-0.064,-0.014,0.017,POINT
3645,1712,655,6.579,-5.66,-4.623,-0.079,-0.014,0.012,POINT
4095,1920,143,6.62,-5.72,-4.657,-0.092,-0.012,-0.006,POINT
3995,2210,2711,6.663,-5.71,-4.645,-0.111,-0.001,-0.042,POINT
3201,1391,1843,6.685,-5.643,-4.515,-0.131,-0.035,-0.045,POINT
3583,2006,1235,6.687,-5.593,-4.578,-0.136,-0.086,-0.049,POINT
3692,1912,4095,6.661,-5.626,-4.638,-0.145,-0.118,-0.041,POINT
4095,1840,4095,6.651,-5.665,-4.772,-0.162,-0.125,-0.049,POINT
4095,1746,2323,6.658,-5.693,-4.779,-0.192,-0.113,-0.059,POINT
4095,2012,4095,6.886,-5.744,-4.654,-0.17,-0.161,-0.095,POINT
3459,1463,2093,7.151,-5.933,-4.822,-0.197,-0.293,-0.171,POINT
3158,1921,2591,6.476,0.601,8.08,-0.059,-0.069,0.007,POINT
3968,1824,2782,6.462,0.577,8.049,-0.063,-0.068,0.012,POINT
4095,2122,2007,6.483,0.577,8.037,-0.058,-0.086,0.012,POINT
3472,1985,4095,6.433,0.577,8.023,-0.059,-0.097,0.005,POINT
3829,1931,625,6.515,0.565,8.025,-0.056,-0.059,-0.024,POINT
4095,1983,1519,6.546,0.699,8.097,-0.058,-0.034,-0.055,POINT
3019,2153,2622,6.455,0.836,8.073,-0.055,-0.05,-0.035,POINT
3695,1947,279,6.421,0.764,8.023,-0.058,-0.06,0.02,POINT
4095,2093,0,6.491,0.646,7.997,-0.068,-0.07,0.038,POINT
3741,2030,546,6.539,0.591,7.98,-0.063,-0.064,0.031,POINT
3294,1647,880,6.579,0.548,7.989,-0.06,-0.064,0.002,POINT
4095,2434,932,6.503,0.63,8.023,-0.055,-0.084,-0.007,POINT
3137,2052,3580,6.495,0.603,8.004,-0.056,-0.082,0.002,POINT
4095,1999,0,6.56,0.599,8.03,-0.053,-0.078,-0.013,POINT
4095,2146,3632,6.503,0.613,8.068,-0.05,-0.074,-0.03,POINT
3952,1866,1578,6.433,0.656,8.033,-0.054,-0.072,-0.02,POINT
4095,2138,4095,6.469,0.675,8.047,-0.052,-0.08,-0.001,POINT
4095,2187,2752,6.467,0.73,8.006,-0.055,-0.082,0.011,POINT
4095,2174,4095,6.469,0.716,7.987,-0.052,-0.079,0.019,POINT
4095,1892,2297,6.4,0.69,8.049,-0.055,-0.077,0.027,POINT
4095,1951,4095,6.541,0.553,8.011,-0.049,-0.056,0.022,POINT
4095,2128,2503,6.594,0.527,7.951,-0.046,-0.05,-0.018,POINT
4095,2192,2962,6.574,0.63,7.994,-0.048,-0.05,-0.027,POINT
3827,1826,1586,6.555,0.716,7.977,-0.042,-0.074,-0.016,POINT
4095,2091,912,6.579,0.742,7.963,-0.045,-0.072,-0.004,POINT
4095,2192,2279,6.563,0.728,7.997,-0.048,-0.067,-0.003,POINT
3699,1647,765,6.472,0.718,7.98,-0.046,-0.073,0.002,POINT
3991,2333,82,6.472,0.654,7.982,-0.047,-0.073,0.012,POINT
3221,2182,1407,6.522,0.646,8.011,-0.044,-0.081,0.001,POINT
3935,2001,114,6.483,0.675,8.004,-0.043,-0.081,-0.023,POINT
3250,2005,960,6.445,0.747,8.028,-0.046,-0.063,-0.028,POINT
3751,2084,1815,6.481,0.747,8.047,-0.052,-0.055,-0.015,POINT
3445,1785,887,6.476,0.761,8.047,-0.056,-0.064,0.003,POINT
4095,2229,957,6.457,0.735,7.987,-0.056,-0.07,0.025,POINT
3291,1924,4048,6.505,0.687,7.987,-0.064,-0.05,0.032,POINT
4095,2033,945,6.574,0.673,8.013,-0.06,-0.038,0.016,POINT
3915,2019,4088,6.515,0.68,8.011,-0.057,-0.047,0.015,POINT
4095,2165,2248,6.519,0.663,7.925,-0.058,-0.061,0.031,POINT
3894,2016,4095,6.57,0.646,7.985,-0.049,-0.059,0.006,POINT
4095,2019,1279,6.46,0.773,8.021,-0.055,-0.046,-0.012,POINT
4095,1842,4095,6.481,0.816,8.035,-0.06,-0.036,0.018,POINT
3689,1795,4095,6.503,0.718,8.052,-0.061,-0.052,0.035,POINT
4083,2022,3647,6.5,0.587,8.001,-0.057,-0.066,0.029,POINT
4095,2103,1557,6.503,0.589,7.994,-0.047,-0.08,-0.002,POINT
3745,2046,2256,6.495,0.697,8.013,-0.048,-0.09,-0.026,POINT
3812,1887,2988,6.462,0.771,8.054,-0.053,-0.084,-0.016,POINT
4095,2063,1037,6.539,0.733,8.068,-0.06,-0.075,0.004,POINT
3568,2078,2902,6.541,0.694,8.001,-0.059,-0.079,-0.011,POINT
3988,1851,0,6.457,0.702,7.98,-0.059,-0.076,-0.026,POINT
3207,2067,427,6.479,0.694,7.999,-0.055,-0.071,-0.018,POINT
2997,1526,1808,6.553,0.73,7.958,-0.059,-0.068,-0.012,POINT
4095,2141,0,6.555,0.821,7.973,-0.063,-0.065,0.002,POINT
3879,1903,526,6.534,0.836,7.949,-0.068,-0.055,0.033,POINT
3983,2253,2592,6.594,0.785,7.956,-0.072,-0.037,0.035,POINT
3962,1940,1521,6.512,0.797,7.977,-0.068,-0.033,0.021,POINT
4095,2288,2518,6.5,0.795,7.946,-0.065,-0.037,0.042,POINT
3460,1775,2416,6.574,0.68,7.963,-0.066,-0.044,0.052,POINT
4095,2109,2951,6.553,0.632,8.047,-0.064,-0.046,0.034,POINT
4095,2038,4016,6.529,0.63,7.997,-0.062,-0.041,0.033,POINT
4095,2228,2042,6.584,0.673,8.066,-0.067,-0.039,0.031,POINT
3543,1971,4095,6.531,0.69,8.033,-0.065,-0.049,0.015,POINT
4095,1715,2815,6.402,0.699,8.021,-0.063,-0.052,0.011,POINT
4095,2016,4095,6.407,0.699,7.987,-0.062,-0.044,0.009,POINT
3826,1965,3023,6.46,0.759,8.009,-0.062,-0.05,0.012,POINT
3776,1856,1740,6.488,0.742,8.025,-0.058,-0.066,0.025,POINT
4095,2144,1887,6.431,0.702,7.997,-0.057,-0.075,0.029,POINT
3619,1990,2259,6.483,0.651,8.04,-0.063,-0.052,0.031,POINT
3734,1941,125,6.589,0.625,8.056,-0.064,-0.046,0.013,POINT
4095,2043,384,6.512,0.656,7.997,-0.064,-0.058,0.013,POINT
3059,1751,2247,6.455,0.644,8.004,-0.066,-0.065,0.027,POINT
4095,1815,0,6.474,0.606,8.021,-0.061,-0.063,0.009,POINT
3261,2198,1955,6.46,0.725,8.009,-0.058,-0.054,-0.006,POINT
3725,1896,0,6.46,0.804,8.033,-0.061,-0.058,0.017,POINT
4095,2043,3712,6.517,0.754,8.028,-0.062,-0.065,0.043,POINT
3582,1936,2348,6.536,0.725,7.97,-0.064,-0.06,0.046,POINT
4095,1956,2971,6.776,2.835,-6.56,-0.021,-0.039,-0.023,POINT
4095,1985,2330,6.759,2.856,-6.606,-0.014,-0.067,0.019,POINT
4095,1968,3758,6.677,2.816,-6.594,-0.011,-0.075,0.05,POINT
4095,2009,2171,6.713,2.789,-6.658,0.001,-0.075,0.056,POINT
4095,1990,4095,6.766,2.777,-6.649,-0.005,-0.048,0.083,POINT
4095,1991,4095,6.833,2.686,-6.574,0.002,-0.067,0.106,POINT
4095,1982,4095,6.821,2.55,-6.615,0.016,-0.111,0.095,POINT
4095,2001,4095,6.67,2.464,-6.701,0.042,-0.139,0.06,POINT
4095,1974,4095,6.558,2.444,-6.84,0.05,-0.136,0.027,POINT
4095,1986,4095,6.529,2.497,-6.823,0.026,-0.101,0.058,POINT
4095,1952,4083,6.565,2.423,-6.732,0.018,-0.101,0.096,POINT
4095,1975,2544,6.563,2.358,-6.728,0.029,-0.134,0.088,POINT
4095,2000,1307,6.493,2.327,-6.862,0.049,-0.153,0.07,POINT
4095,1979,2647,6.436,2.284,-6.972,0.039,-0.128,0.063,POINT
4095,1970,641,6.404,2.282,-6.902,0.03,-0.102,0.071,POINT
4095,2026,1764,6.304,2.21,-6.974,0.027,-0.098,0.081,POINT
4095,1991,2656,6.208,2.152,-7.056,0.02,-0.085,0.095,POINT
4095,1946,2229,6.249,2.085,-7.029,0.001,-0.06,0.11,POINT
4095,1919,2439,6.318,2.045,-7.029,-0.002,-0.048,0.096,POINT
4075,1996,1501,6.337,2.023,-6.979,-0.01,-0.035,0.055,POINT
4095,1985,3055,6.29,2.109,-6.979,-0.003,-0.027,0.023,POINT
4085,1927,3554,6.266,2.205,-7.025,-0.004,-0.016,0.017,POINT
4095,1965,3551,6.337,2.265,-6.958,-0.02,0.006,0.061,POINT
4095,1957,3010,6.512,2.179,-6.847,-0.027,0.008,0.087,POINT
4095,1971,4095,6.553,2.14,-6.862,-0.019,0.006,0.06,POINT
4095,1979,4095,6.546,2.162,-6.879,-0.009,0.008,0.02,POINT
4095,1993,4095,6.536,2.212,-6.864,-0.007,0.02,0.012,POINT
4095,1970,4095,6.572,2.248,-6.821,-0.015,0.025,0.045,POINT
4095,2036,4095,6.682,2.164,-6.771,-0.027,0.023,0.078,POINT
4095,2019,4095,6.747,2.097,-6.728,-0.028,0.01,0.072,POINT
4095,1968,4095,6.74,2.081,-6.756,-0.029,-0.013,0.055,POINT
4095,2003,3979,6.768,2.073,-6.778,-0.04,-0.017,0.054,POINT
4095,1968,4011,6.768,2.076,-6.783,-0.053,-0.009,0.072,POINT
4095,1984,4095,6.84,1.997,-6.689,-0.059,-0.03,0.079,POINT
4095,2000,3454,6.778,1.956,-6.744,-0.055,-0.055,0.054,POINT
4068,1969,2259,6.756,1.932,-6.776,-0.058,-0.061,0.037,POINT
4095,1997,2791,6.73,1.975,-6.797,-0.063,-0.058,0.031,POINT
4095,2034,2349,6.732,1.982,-6.752,-0.064,-0.06,0.039,POINT
4095,1968,2161,6.749,1.961,-6.78,-0.051,-0.083,0.037,POINT
4080,1966,0,6.742,1.867,-6.819,-0.043,-0.1,0.01,POINT
4072,1966,1460,6.661,1.867,-6.864,-0.05,-0.104,-0.017,POINT
4095,1941,2236,6.517,1.894,-6.922,-0.056,-0.083,-0.019,POINT
4095,1978,2807,6.582,1.954,-6.835,-0.069,-0.07,-0.014,POINT
4095,1968,2559,6.574,1.963,-6.843,-0.072,-0.08,-0.007,POINT
4095,1985,3824,6.567,1.949,-6.845,-0.069,-0.093,-0.013,POINT
4095,1999,4095,6.512,1.97,-6.905,-0.066,-0.095,-0.043,POINT
4095,1995,4095,6.371,2.028,-6.989,-0.07,-0.045,-0.056,POINT
4095,1981,4095,6.404,2.1,-6.898,-0.09,0.004,-0.05,POINT
4095,1966,4095,6.409,2.179,-6.883,-0.102,0.019,-0.013,POINT
4095,1991,4095,6.531,2.145,-6.816,-0.094,0.008,-0.005,POINT
4095,1935,4095,6.586,2.172,-6.821,-0.079,0.01,-0.022,POINT
4095,1994,3127,6.603,2.184,-6.838,-0.078,0.034,-0.037,POINT
4095,1976,2885,6.639,2.215,-6.792,-0.078,0.049,-0.035,POINT
4095,2004,2838,6.677,2.217,-6.716,-0.074,0.055,-0.017,POINT
4095,1972,1280,6.785,2.16,-6.706,-0.067,0.054,-0.02,POINT
4095,1952,0,6.812,2.157,-6.67,-0.067,0.041,-0.033,POINT
4095,1942,377,6.814,2.2,-6.644,-0.064,0.031,-0.017,POINT
4017,1968,0,6.931,2.172,-6.606,-0.07,0.014,0.008,POINT
4016,1966,0,6.938,2.083,-6.639,-0.077,-0.005,0.002,POINT
4095,1968,0,6.886,2.136,-6.644,-0.078,-0.018,-0.014,POINT
4095,1999,585,6.838,2.184,-6.687,-0.078,-0.018,-0.016,POINT
4095,2000,1914,6.814,2.181,-6.651,-0.083,-0.006,-0.007,POINT
4095,1968,2259,6.864,2.188,-6.603,-0.09,-0.028,0.004,POINT
4095,1984,2531,6.821,2.219,-6.625,-0.089,-0.053,0.011,POINT
4095,2010,4095,6.764,2.248,-6.723,-0.082,-0.041,0.01,POINT
4095,1984,4095,6.756,2.184,-6.718,-0.083,-0.008,-0.006,POINT
4095,1999,4095,6.646,2.258,-6.663,-0.09,0.004,-0.01,POINT
4095,1967,4095,6.668,2.26,-6.675,-0.086,-0.006,-0.001,POINT
4095,1997,4095,6.687,2.337,-6.598,-0.075,-0.038,0.006,POINT
4095,1984,4095,6.656,2.294,-6.73,-0.058,-0.045,0.013,POINT
4095,2002,4095,6.699,2.188,-6.8,-0.067,0.008,0.004,POINT
4095,1966,3362,6.759,2.274,-6.608,-0.079,0.024,-0.019,POINT
4095,1937,3209,6.718,2.373,-6.589,-0.068,0.01,-0.005,POINT
4095,1949,2884,6.843,2.33,-6.546,-0.057,-0.007,0.012,POINT
4095,1979,1241,6.931,2.294,-6.586,-0.044,-0.02,-0.007,POINT
4095,2063,1953,7.819,-3.797,-4.266,-0.063,-0.041,-0.052,POINT
4095,2006,2171,7.848,-3.749,-4.276,-0.076,-0.036,0.006,POINT
4095,2054,1780,8.037,-3.859,-4.195,-0.071,-0.027,0.021,POINT
4095,2003,0,8.157,-3.893,-4.147,-0.06,-0.033,-0.023,POINT
4095,1999,0,8.155,-3.797,-4.135,-0.052,-0.06,-0.066,POINT
4089,1979,0,8.013,-3.594,-4.245,-0.052,-0.071,-0.046,POINT
4069,1967,0,7.997,-3.582,-4.214,-0.069,-0.061,0.046,POINT
4080,1968,0,8.181,-3.795,-4.135,-0.058,-0.065,0.06,POINT
4095,1933,95,8.147,-3.847,-4.178,-0.041,-0.09,0.002,POINT
4027,1973,2195,7.987,-3.754,-4.209,-0.03,-0.091,-0.016,POINT
4095,1929,1984,7.944,-3.725,-4.247,-0.039,-0.088,0.012,POINT
4092,2038,3398,7.853,-3.742,-4.29,-0.042,-0.078,0.031,POINT
4045,1965,3277,7.817,-3.821,-4.326,-0.051,-0.036,0.037,POINT
4095,1905,4095,7.879,-3.881,-4.254,-0.059,-0.034,0.027,POINT
4095,1909,4095,7.939,-3.804,-4.221,-0.049,-0.04,0.023,POINT
4095,1950,4095,8.001,-3.783,-4.247,-0.044,-0.051,0.019,POINT
4095,1977,4095,7.985,-3.749,-4.245,-0.037,-0.067,0.019,POINT
4095,1984,4095,7.922,-3.644,-4.29,-0.042,-0.059,0.036,POINT
4095,1967,4095,7.915,-3.608,-4.252,-0.044,-0.04,0.08,POINT
4095,1942,3440,8.047,-3.735,-4.164,-0.04,-0.038,0.111,POINT
4095,2011,3414,8.167,-3.879,-4.111,-0.019,-0.064,0.091,POINT
4095,2018,1321,8.159,-3.917,-4.175,-0.005,-0.092,0.033,POINT
4095,1981,1655,7.987,-3.852,-4.271,-0.011,-0.085,0.015,POINT
4095,1921,0,7.939,-3.826,-4.271,-0.029,-0.047,0.025,POINT
4095,1968,81,8.097,-3.934,-4.113,-0.037,-0.043,0.037,POINT
4080,1966,0,8.088,-3.943,-4.101,-0.034,-0.08,0.023,POINT
4001,1674,0,7.915,-3.855,-4.233,-0.036,-0.094,0.046,POINT
4095,1570,0,7.882,-3.958,-4.257,-0.052,-0.069,0.084,POINT
4033,1743,0,7.966,-3.974,-4.25,-0.06,-0.059,0.064,POINT
4021,1931,1262,7.889,-3.958,-4.226,-0.053,-0.047,0.049,POINT
4095,1891,1535,7.985,-4.197,-4.278,-0.075,-0.017,0.001,POINT
4090,1924,3278,8.037,-3.931,-4.099,-0.054,-0.048,-0.058,POINT
4095,1911,3095,7.994,-3.637,-4.135,-0.034,-0.096,-0.042,POINT
4095,1948,4095,8.133,-3.603,-4.219,-0.023,-0.117,0.033,POINT
4095,1919,4095,8.255,-3.721,-4.171,-0.013,-0.13,0.041,POINT
4095,1967,4095,8.116,-3.792,-4.231,-0.004,-0.132,0.012,POINT
4095,1979,4095,7.889,-3.836,-4.25,0,-0.121,-0.003,POINT
4095,1994,4095,7.774,-3.917,-4.257,-0.009,-0.112,0.008,POINT
4095,1973,4095,7.633,-4.085,-4.338,-0.029,-0.084,0.042,POINT
4095,1983,3089,7.669,-4.259,-4.307,-0.047,-0.032,0.03,POINT
4095,1986,3398,7.752,-4.329,-4.245,-0.07,-0.004,-0.013,POINT
4095,1907,978,7.824,-4.135,-4.173,-0.088,0.007,-0.04,POINT
4095,2032,1833,8.028,-3.893,-4.051,-0.08,-0.032,-0.018,POINT
4095,1970,0,8.181,-3.821,-4.082,-0.055,-0.09,0.01,POINT
4005,2024,0,8.155,-3.876,-4.173,-0.044,-0.107,0.009,POINT
4060,1923,0,7.937,-4.336,-4.647,-0.114,-0.039,-0.015,POINT
4095,1974,0,7.937,-4.08,-4.149,-0.12,-0.009,0.015,POINT
4095,1922,0,8.028,-3.984,-4.056,-0.122,-0.053,0.022,POINT
4095,1922,0,8.054,-3.919,-4.164,-0.111,-0.078,0.025,POINT
4006,1952,1280,7.999,-3.812,-4.214,-0.129,-0.089,0.07,POINT
4095,1926,646,8.131,-4.034,-4.211,-0.142,-0.089,0.108,POINT
4095,1915,3441,8.191,-4.178,-4.178,-0.149,-0.09,0.071,POINT
4095,1955,2122,8.095,-4.252,-4.204,-0.162,-0.098,0.044,POINT
4095,1968,4095,8.109,-4.451,-4.173,-0.198,-0.096,0.073,POINT
4095,1962,4095,8.243,-4.707,-4.073,-0.238,-0.121,0.105,POINT
4095,1967,4095,8.373,-5.08,-4.073,-0.29,-0.157,0.121,POINT
4095,1957,4095,8.509,-5.485,-4.017,-0.388,-0.167,0.153,POINT
4095,1926,4095,8.684,-5.895,-3.883,-0.529,-0.192,0.206,POINT
4095,1969,4095,8.686,-5.964,-3.85,-0.706,-0.25,0.288,POINT
4079,1933,3525,8.523,-5.861,-4.029,-0.94,-0.306,0.424,POINT
4095,1904,3466,8.143,-5.267,-4.14,-1.175,-0.347,0.571,POINT
4095,1963,1054,7.836,-4.583,-4.343,-1.325,-0.375,0.654,POINT
4095,1968,2187,7.324,-3.697,-4.645,-1.396,-0.373,0.655,POINT
4089,1862,0,6.926,-2.885,-4.913,-1.368,-0.31,0.656,POINT
